0,1.0809
0,1.0809
0,1.081
0,1.081
0,1.3429
0,1.3429
0,1.3429
0,1.3429
0,1.4784
0,1.4784
0,1.4784
0,1.4784
0,1.4899
0,1.4899
0,1.4899
0,1.4899
0,1.4944
0,1.4944
0,1.4945
0,1.4945
0,1.5006
0,1.5006
0,1.5006
0,1.5006
0,1.5038
0,1.5038
0,1.5039
0,1.5039
0,1.5047
0,1.5047
0,1.5047
0,1.5047
0,1.5058
0,1.5058
0,1.5058
0,1.5058
0,1.5094
0,1.5094
0,1.5095
0,1.5095
0,1.5122
0,1.5122
0,1.5124
0,1.5124
0,1.5143
0,1.5143
0,1.5143
0,1.5143
0,1.5151
0,1.5151
0,1.5151
0,1.5151
0,1.5156
0,1.5156
0,1.5156
0,1.5156
0,1.5228
0,1.5228
0,1.5228
0,1.5228
0,1.629
0,1.629
0,1.629
0,1.629
0,2.5879
0,2.5879
0,2.5881
0,2.5881
0,2.5881
0,2.5882
0,2.64
0,2.64
0,2.6404
0,2.6404
0,2.6405
0,2.6405
0,2.6782
0,2.6782
0,2.6782
0,2.6782
0,2.6782
0,2.6782
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.6954
0,2.7156
0,2.7156
0,2.7156
0,2.7158
0,2.7158
0,2.7158
0,2.7159
0,2.7159
0,2.7159
0,2.7322
0,2.7322
0,2.7323
0,2.7323
0,2.7343
0,2.7343
0,2.7343
0,2.7346
0,2.7346
0,2.7346
0,2.7473
0,2.7473
0,2.7473
0,2.7473
0,2.7473
0,2.7473
0,2.7541
0,2.7541
0,2.7541
0,2.7541
0,2.7541
0,2.7541
0,2.7784
0,2.7784
0,2.7785
0,2.7785
0,2.7785
0,2.7785
0,2.7803
0,2.7803
0,2.7804
0,2.7804
0,2.7937
0,2.7937
0,2.7937
0,2.7937
0,2.7937
0,2.7937
0,2.7941
0,2.7941
0,2.7941
0,2.7942
0,2.7943
0,2.7945
0,2.8049
0,2.8049
0,2.805
0,2.805
0,2.8051
0,2.8051
0,2.8109
0,2.8109
0,2.811
0,2.811
0,2.8193
0,2.8193
0,2.8195
0,2.8195
0,2.8726
0,2.8726
0,2.8726
0,2.8728
0,2.8728
0,2.8728
0,2.8732
0,2.8732
0,2.8732
0,2.8784
0,2.8786
0,2.8786
0,2.8787
0,2.8855
0,2.8855
0,2.8857
0,2.8857
0,2.8859
0,2.8859
0,2.8928
0,2.8928
0,2.8929
0,2.8929
0,2.894
0,2.8942
0,2.8942
0,2.8942
0,2.8943
0,2.8943
0,2.905
0,2.9053
0,2.9055
0,2.9055
0,2.9055
0,2.9055
0,2.9057
0,2.906
0,2.9091
0,2.9091
0,2.9093
0,2.9093
0,2.9098
0,2.9098
0,2.9098
0,2.9104
0,2.9104
0,2.9104
0,2.9107
0,2.9107
0,2.9107
0,2.9179
0,2.9179
0,2.9179
0,2.9179
0,2.9291
0,2.9291
0,2.9291
0,2.9292
0,2.9292
0,2.9292
0,2.9338
0,2.9338
0,2.9338
0,2.9338
0,2.9338
0,2.9339
0,2.9375
0,2.9375
0,2.9376
0,2.9376
0,2.9376
0,2.9376
0,2.9379
0,2.9379
0,2.9379
0,2.9379
0,2.9379
0,2.9379
0,2.9382
0,2.9382
0,2.9382
0,2.9383
0,2.9383
0,2.9383
0,2.9387
0,2.9387
0,2.9387
0,2.9388
0,2.9388
0,2.9388
0,2.9515
0,2.9515
0,2.9515
0,2.9515
0,2.9654
0,2.9654
0,2.9654
0,2.9654
0,2.9654
0,2.9654
0,2.9656
0,2.9656
0,2.9656
0,2.9719
0,2.9719
0,2.9719
0,2.9719
0,2.972
0,2.972
0,2.9848
0,2.9848
0,2.9848
0,2.9848
0,2.9848
0,2.9848
0,2.985
0,2.985
0,2.985
0,2.9873
0,2.9873
0,2.9873
0,2.9873
0,2.9891
0,2.9891
0,2.9891
0,2.9891
0,2.9908
0,2.9908
0,2.9908
0,2.9908
0,2.9909
0,2.9909
0,2.994
0,2.994
0,2.994
0,2.994
0,2.9941
0,2.9941
0,2.9942
0,2.9942
0,2.9942
0,2.9942
0,2.995
0,2.995
0,2.9951
0,2.9952
0,2.9952
0,2.9952
0,2.9955
0,2.9955
0,2.9956
0,2.9968
